Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,-9999
2016,5,Trey Caldwell,173,DB,2016,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,La-Monroe,CaldTr00
2016,7,Scooby Wright III,250,ILB,2017,0,0,0,1,13,0,0,0,0,0,,,0,,,0,,,Arizona,WrigSc00
2015,1,Danny Shelton,12,NT,2022,0,0,5,33,101,0,0,0,0,0,,,0,,,0,,6.0,Washington,ShelDa01
2015,1,Cameron Erving,19,C,2023,0,0,3,27,96,0,0,0,0,0,,,0,0,0,0,,,Florida St.,ErviCa00
2015,2,Nate Orchard,51,DE,2021,0,0,1,8,48,0,0,0,0,0,,,0,,,0,1,6.0,Utah,OrchNa00
2015,3,Duke Johnson,77,RB,2022,0,0,0,28,97,0,1,0,0,0,532,2265,11,311,2870,12,,,Miami (FL),JohnDu00
2015,3,Xavier Cooper,96,DT,2017,0,0,0,4,40,0,0,0,0,0,,,0,,,0,,3.0,Washington St.,CoopXa00
2015,4,Ibraheim Campbell,115,S,2021,0,0,1,6,60,0,0,0,0,0,,,0,,,0,,,Northwestern,CampIb00
2015,4,Vince Mayle,123,WR,2017,0,0,0,0,23,0,0,0,0,0,2,2,1,0,0,0,,,Washington St.,MaylVi00
2015,6,Charles Gaines,189,CB,2015,0,0,0,1,6,0,0,0,0,0,,,0,,,0,,,Louisville,GainCh00
2015,6,Malcolm Johnson,195,TE,2016,0,0,0,0,19,0,0,0,0,0,1,2,0,9,59,0,,,Mississippi St.,JohnMa06
2015,6,Randall Telfer,198,TE,2017,0,0,2,0,30,0,0,0,0,0,,,0,5,40,0,,,USC,TelfRa00
2015,7,Hayes Pullard,219,ILB,2018,0,0,1,9,46,0,0,0,0,0,,,0,,,0,1,,USC,PullHa00
2015,7,Ifo Ekpre-Olomu,241,CB,,0,0,0,,,,,,,,,,,,,,,,Oregon,EkprIf00
2014,1,Justin Gilbert,8,DB,2016,0,0,0,4,35,0,0,0,0,0,,,0,,,0,1,,Oklahoma St.,GilbJu00
2014,1,Johnny Manziel,22,QB,2015,0,0,0,4,14,147,258,1675,7,7,46,259,1,,,0,,,Texas A&M,ManzJo00
2014,2,Joel Bitonio,35,G,2023,2,5,8,67,136,0,0,0,0,0,,,0,,,0,,,Nevada,BitoJo00
2014,3,Christian Kirksey,71,LB,2022,0,0,5,40,114,0,0,0,0,0,,,0,,,0,7,16.5,Iowa,KirkCh00
2014,3,Terrance West,94,RB,2017,0,0,2,11,43,0,0,0,0,0,465,1816,11,51,344,2,,,Towson,WestTe00
2014,4,Pierre Desir,127,DB,2021,0,0,3,17,85,0,0,0,0,0,,,0,,,0,10,,Lindenwood,DesiPi00
2013,1,Barkevious Mingo,6,LB,2020,0,0,2,24,126,0,0,0,0,0,1,11,0,,,0,1,12.5,LSU,MingBa00
2013,3,Leon McFadden,68,DB,2016,0,0,0,2,34,0,0,0,0,0,,,0,,,0,,,San Diego St.,McFaLe00
2013,6,Jamoris Slaughter,175,DB,,0,0,0,,,,,,,,,,,,,,,,Notre Dame,SlauJa00
2013,7,Armonty Bryant,217,DE,2016,0,0,0,5,36,0,0,0,0,0,,,0,,,0,,11.5,East Central (OK),BryaAr00
2013,7,Garrett Gilkey,227,T,2014,0,0,0,2,22,0,0,0,0,0,,,0,,,0,,,Chadron St.,GilkGa00
2012,1,Trent Richardson,3,RB,2014,0,0,3,17,46,0,0,0,0,0,614,2032,17,113,912,2,,,Alabama,RichTr00
2012,1,Brandon Weeden,22,QB,2018,0,0,1,13,35,559,965,6462,31,30,62,200,1,0,-9,0,,,Oklahoma St.,WeedBr00
2012,2,Mitchell Schwartz,37,T,2020,1,0,8,75,134,0,0,0,0,0,,,0,0,0,0,,,California,SchwMi00
2012,3,John Hughes,87,DT,2017,0,0,0,10,66,0,0,0,0,0,,,0,,,0,,5.5,Cincinnati,HughJo00
2012,4,Travis Benjamin,100,WR,2021,0,0,2,25,111,0,1,0,0,0,36,268,0,208,3143,19,,,Miami (FL),BenjTr00
2012,4,James-Michael Johnson,120,LB,2015,0,0,2,11,48,0,0,0,0,0,,,0,,,0,,1.0,Nevada,JohnJa04
2012,5,Ryan Miller,160,G,2012,0,0,0,1,8,0,0,0,0,0,,,0,,,0,,,Colorado,MillRy00
2012,6,Emmanuel Acho,204,LB,2014,0,0,0,2,20,0,0,0,0,0,,,0,,,0,,,Texas,AchoEm00
2012,6,Billy Winn,205,DT,2020,0,0,2,15,74,0,0,0,0,0,,,0,,,0,2,3.0,Boise St.,WinnBi00
2012,7,Trevin Wade,245,DB,2016,0,0,0,5,47,0,0,0,0,0,,,0,,,0,,,Arizona,WadeTr00
2012,7,Brad Smelley,247,TE,2013,0,0,0,0,4,0,0,0,0,0,,,0,1,3,0,,,Alabama,SmelBr00
2011,1,Phil Taylor,21,DT,2014,0,0,2,19,44,0,0,0,0,0,,,0,,,0,,7.0,Baylor,TaylPh00
2011,2,Jabaal Sheard,37,DE,2021,0,0,7,47,145,0,0,0,0,0,,,0,,,0,,53.0,Pittsburgh,SheaJa00
2011,2,Greg Little,59,WR,2014,0,0,3,12,54,0,0,0,0,0,5,30,0,161,1890,8,,,North Carolina,LittGr00
2011,4,Jordan Cameron,102,TE,2016,0,1,4,13,66,0,0,0,0,0,,,0,173,2046,14,,,USC,CameJo00
2011,4,Owen Marecic,124,RB,2012,0,0,0,0,24,0,0,0,0,0,4,8,0,5,31,0,,,Stanford,MareOw00
